movieId,title,genres,overview,director,keywords
6639,Wait Until Dark (1967),Drama|Thriller,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",terenceyoung,photographer heroin police murder neighbor search doll blindness blind woman
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",yasujirōozu,coma beach baby fish boat office baseball classroom dream lantern lie ambition tea retirement cake marriage peace class swing honor teacher school old man black and white
6644,"Green Ray, The (Rayon vert, Le) (1986)",Drama|Romance,A lonely Parisian woman comes to terms with her isolation and anxieties during a long summer vacation.,éricrohmer,"paris, france vacation summer vacation lonely woman cherbourg, france"
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.,georgelucas,prison drug addiction hearing totalitarian regime future phasing subterranean town hologram dystopia computer police mind control psychological thriller
6650,Kind Hearts and Coronets (1949),Comedy|Drama,"When his mother eloped with an Italian opera singer, Louis Mazzini was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member who stands between himself and the family fortune. But when he finds himself torn between his longtime love and the widow of one of his victims, his plans go awry.",roberthamer,poison prison based on novel or book italian jealousy gallows hot air balloon widow duke relatives dark comedy singer black and white ealing heir edwardian england early 1900s
6654,Atragon (Kaitei Gunkan) (1963),Adventure|Sci-Fi,"The legendary empire of the lost continent of Mu reappears to threaten the world with domination. While countries unite to resist, an isolated World War II Captain has created the greatest warship ever seen, and possibly the surface world's only defense.",ishirōhonda,submarine japanese nationalist submarine crew
6656,Attack of the Puppet People (1958),Horror|Sci-Fi,A deranged scientist creates a ray that can shrink people down to doll size.,berti.gordon,factory shrinking miniaturization police detective dollmaker
6658,10 (1979),Comedy|Romance,A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.,blakeedwards,mexico beach midlife crisis honeymoon marriage crisis love romance songwriter 10 (1979)
6659,Tremors (1990),Comedy|Horror|Sci-Fi,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",ronunderwood,nevada small town tractor old town stranded rural area creature tentacle graboids seismologist binoculars giant worm man eating monster town cursed town
6660,"Red Shoes, The (1948)",Drama|Fantasy|Musical|Romance,"In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.",emericpressburger michaelpowell,"london, england composer dance performance new love dance ballet dancer ballet red shoes"
6662,"Pink Panther, The (1963)",Comedy|Crime,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",blakeedwards,slapstick clouseau bumbling clumsiness police inspector
6663,"Pink Panther Strikes Again, The (1976)",Comedy|Crime,"Charles Dreyfus, who has finally cracked over inspector Clouseau's antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all.",blakeedwards,police laughing gas
6664,Commando (1985),Action|Adventure,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",markl.lester,"martial arts terrorist fight kidnapping mercenary lone wolf us army daughter father rescue mission gunfight los angeles, california action hero"
6665,Dracula (1979),Horror|Romance,"Romanticized adaptation of Bram Stoker's 1897 classic. Count Dracula is a subject of fatal attraction to more than one English maiden lady, as he seeks an immortal bride.",johnbadham,vampire insane asylum remake gothic horror dracula
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",luisbuñuel,upper class date terrorist dream restaurant nightmare surreal bourgeoisie guest satire dinner drink small talk anarchic comedy
6667,Waco: The Rules of Engagement (1997),Documentary,"In one of the most tragic face-offs in the history of law enforcement, the deadly debacle at Waco pitted the Branch Davidian sect against the FBI in an all-out war. This documentary makes the most of footage and recordings to examine how the events that led to the tragedy of April 19, 1993, unfolded, and how the FBI's unrelenting approach made what was already a bad situation much worse.",williamgazecki,fbi cult standoff branch davidians atf
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama|Romance,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback.",zhangyimou,china loss of loved one coffin funeral business man village flashback grief death burial
6669,Ikiru (1952),Drama,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",akirakurosawa,bureaucracy japan age difference office night life sense of life playground obsequies swing loneliness infatuation bureaucrat
6670,Comic Book Villains (2002),Comedy,"When word hits the street that a nearby elderly gentleman has a cache of old, rare, and very valuable mint condition comic books, rival comic book shop owners Raymond McGillicuddy (Donal Logue) and Norman Link (Michael Rapaport) both set out to be the first to buy them. But when the old man declines to sell, the former friends turn into enemies, and a friendly rivalry becomes tainted with greed and turns to murder.",jamesrobinson,comic book rivalry comic book shop comic book collector
6671,"Angel at My Table, An (1990)",Drama,"Based on the autobiographical work of New Zealand writer Janet Frame, this production depicts the author at various stage of her life. Afflicted with mental and emotional issues, Frame grows up in an impoverished family and experiences numerous tragedies while still in her youth, including the deaths of two of her siblings. Portrayed as an adult by Kerry Fox, Frame finds acclaim for her writing while still in a mental institution, and her success helps her move on with her life.",janecampion,new zealand insane asylum insanity teacher author mental institution based on memoir or autobiography woman director
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,"In a dystopicly polluted rightwing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.",volkerschlöndorff,rape based on novel or book canada paranoia slavery future sexism dystopia surrogate mother escape rebellion feminist religious fundamentalism misogyny impregnation political unrest totalitarianism theocracy
6679,Revolution OS (2001),Documentary,REVOLUTION OS tells the inside story of the hackers who rebelled against the proprietary software model and Microsoft to create GNU/Linux and the Open Source movement.,j.t.s.moore,hacker linux gnu free software open source stallman
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,"Composer Gustav von Aschenbach travels to Venice for health reasons. There, he becomes obsessed with the stunning beauty of an adolescent Polish boy named Tadzio who is staying with his family at the same Grand Hôtel des Bains on the Lido as is Aschenbach.",luchinovisconti,"venice, italy beach composer obsession beauty vacation cholera male homosexuality epidemic teenage boy makeover homoeroticism unspoken love"
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,gordonchan,detective martial arts medallion leather jacket wretch immortality fighter resurrection interpol slapstick fighting super power wizard superhuman strength warrior action hero
6687,My Boss's Daughter (2003),Comedy|Romance,"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers.",davidzucker,
6688,Autumn Spring (Babí léto) (2001),Comedy|Drama,"A bittersweet comedy starring the great Vlastimil Brodský as Fanda, an old man who refuses to grow up. Despite pleas from his exasperated wife who wants him to make serious decisions about the future, Fanda ignores the nagging and spends his days seeking amusement and adventure.",vladimírmichálek,
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,"A quirky teen with a penchant for war reenactments, Kelly Ernswiler obsesses over military tactics with his buddy Bart. The school bully is one of Kelly's regular headaches, and he also has to deal with a frustrating situation at home, where his father is a recovering drug addict. Kelly's life gets even more complicated when he falls for Tabby, Bart's pretty and soon-to-be-wed older sister.",kylerankin eframpotelle,sister high school battlefield bully strategy addict
6691,Dust (2001),Drama|Western,"Two parallel tales of redemption, a century apart. In the New York storyline, Edge hunts for Angela's gold to pay back a debt, and gradually grows closer to her. In the Macedonian story, the brothers end up fighting for opposite sides of a revolution, with the religious Elijah taking up sides with the Ottoman sultan and gunslinger Luke joining ""the Teacher"" , a Macedonian rebel.",milchomanchevski,
6692,Stoked: The Rise and Fall of Gator (2002),Documentary,"A documentary exploring the rise and fall of 80s skateboard legend Mark ""Gator"" Rogowski.",helenstickler,woman director
6695,Jeepers Creepers 2 (2003),Horror|Thriller,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive. Staring hungrily at them through the school bus windows, the ""Creeper"" returns again and again. But when the teammates discover that it’s selective about whom it attacks, it will test their ability to stick together – as the insatiable menace tries to tear them apart!",victorsalva,parent child relationship monster scarecrow peasant farm immortality mythical creature father high school sports revenge high school student school bus
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....",deepamehta,"tradition chance toronto, canada stroke of fate fate wedding family woman director pretend relationship"
6699,Once Upon a Time in the Midlands (2002),Drama,"Dek, a decent but somewhat dull man, enjoys a happy existence with beloved girlfriend Shirley. They live together with her 12-year-old, Marlene: her daughter by the delinquent Jimmy, who flew the coop years ago and hasn't been heard from since. Dek loves Shirley so much that he proposes to her on national television.",shanemeadows,love aspiring singer singer
6702,Dickie Roberts: Former Child Star (2003),Comedy,"TV child star of the '70s, Dickie Roberts is now 35 and parking cars. Craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. Desperate to win the part, Dickie hires a family to help him replay his childhood and assume the identity of an average, everyday kid.",samweisman,loser child prodigy celebrity hollywood director family audition former child star has been famous actor
6705,Party Monster (2003),Comedy|Crime|Drama|Thriller,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",fentonbailey randybarbato,new york city hotel loss of loved one based on novel or book birthday bath nightclub donut male friendship hallucination injection arrest police friends money drugs
6706,Taking Sides (2001),Drama,"One of the most spectacular and renowned conductors of the 1930s, Wilhelm Furtwangler's reputation rivaled that of Toscanini's. After the war, he was investigated as part of the Allies' de-Nazification programme. In the bombed-out Berlin of the immediate post-war period, the Allies slowly bring law and order to bear on an occupied Germany. An American major is given the Furtwangler file, and is told to find everything he can and to prosecute the man ruthlessly. Tough and hard-nosed, Major Steve Arnold sets out to investigate a world of which he knows nothing.",istvánszabó,
6707,Cabin Fever (2002),Horror|Thriller,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",eliroth,lake college victim lodge vacation woods homicidal marijuana disease lethal virus illness virus locals
6708,Matchstick Men (2003),Comedy|Crime|Drama,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,ridleyscott,based on novel or book parent child relationship con man daughter pole dancer obsessive compulsive disorder criminal bank vault neurotic
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",robertrodriguez,corruption cia revenge brutality drug lord
6710,Dummy (2002),Comedy|Drama|Romance,"An ex-office worker becomes a ventriloquist, leading to a date with his unemployment counselor; but his quirky family and a gauche female friend may thwart his new career and love life.",gregpritikin,jewish life background singer hobby ventriloquist puppet master
6711,Lost in Translation (2003),Comedy|Drama|Romance,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",sofiacoppola,upper class japan adultery hotel room age difference photographer commercial karaoke homesickness culture clash midlife crisis jet lag pop star unsociability loneliness unlikely friendship aftercreditsstinger woman director
6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance,"Documentary filmmaker Genya Tachibana has tracked down the legendary actress Chiyoko Fujiwara, who mysteriously vanished at the height of her career. When he presents her with a key she had lost and thought was gone forever, the filmmaker could not have imagined that it would not only unlock the long-held secrets of Chiyoko’s life... but also his own.",satoshikon,historical edo period sengoku period shouwa period anime meiji period
6715,Children of the Night (1991),Horror,"Cindy and Lucy are eighteen and going away to college. As a ritual they must rid themselves of the dirt of their small home town (Allburg) by swimming in an abandoned church crypt. They jump in and begin talking about sex when Lucys crucifix falls into the water and drifts down to land on Czakyr's (an ancient vampire) head, apparently waking him up. Some time onwards a school teacher from a nearby town, Mark, gets directed to Allburg to help Lucy and her grandmother, who are suspected to be in trouble. Lucy becomes the target of a town turned vampire because of her 'virgin blood'. Mark, Lucy and an old wino shack up in an abandoned building outside of town but eventually get lured back to Allburg by the locals. There, with a giant glowing cross spearing the front of their Toyota, they take the town on and battle Czakyr.",tonyrandel,small town virgin vampire teacher crypt crucifix
6718,Gotcha! (1985),Comedy,A student on a trip to France is tricked into smuggling secrets across the Iron Curtain by a sexy spy.,jeffkanew,
6720,Kuffs (1992),Action|Comedy|Crime,"George Kuffs didn't finish high-school, just lost his job, and his college-age girlfriend is pregnant. To top it off, George's brother Brad is killed and George inherits Brad's ""patrol special"" privatized police district and all the problems that come with it.",brucea.evans,dance police protection organized crime breaking the fourth wall gunfight
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,"Set in late 19th century Canton, this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung against foreign forces' plundering of China.",tsuihark,china martial arts kung fu hero colonisation 19th century qing dynasty
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,"Wong Fei-Hung faces the White Lotus Society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military.",tsuihark,china martial arts kung fu congress colonisation martial arts master sect kung fu master
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,"Master Wong and his disciples enroll in the 'Dancing Lion Competition' to stop an assassination plot and to battle an arrogant, deceitful opponent.",tsuihark,china martial arts kung fu colonisation martial arts master colonialism kung fu master wong fei hung
6724,Paper Moon (1973),Comedy|Crime|Drama,"During the Great Depression, a con man finds himself saddled with a young girl—who may or may not be his daughter—and the two forge an unlikely partnership.",peterbogdanovich,"bible con man carnival funeral great depression missouri friendship aunt road trip kansas, usa con tween girl"
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,"Trapped in a missile silo, a small team of scientists, civilians, and trigger-happy soldiers battle desperately to ensure the survival of the human race. However, the tension inside the base is reaching a breaking point, and the zombies are gathering outside.",georgea.romero,florida insanity remake disembodied head zombie living dead zombie apocalypse florida everglades
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,"Dolly Levi is a strong-willed matchmaker who travels to Yonkers, New York in order to see the miserly ""well-known unmarried half-a-millionaire"" Horace Vandergelder. In doing so, she convinces his niece, his niece's intended, and Horace's two clerks to travel to New York City.",genekelly,"based on play or musical merchant yonkers, new york borzoi millinery drygoods store"
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",johncarpenter,invisible person
6744,Once Bitten (1985),Comedy|Horror,"Mark wants to lose his virginity, but his girlfriend wants to wait. Unfortunately for both of them, a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance, and when she finds Mark, she turns his life upside-down.",howardstorm,vampire
6746,Squirm (1976),Horror|Romance,"At the beginning of the film, we learn from one of the characters that earthworms can be called to the surface with electricity, but somehow it turns them into vicious flesh-eaters. Sure enough, a storm that night causes some power lines to break and touch the ground, drawing millions of man-eating worms out of the earth, and into town where they quickly start munching on the locals.",jefflieberman,love triangle jealousy small town obsession georgia flooding light rural area missing person worms
6748,"Brood, The (1979)",Horror,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation.",davidcronenberg,"mutant toronto, canada transformation psychologist divorce cult film psychotherapist canuxploitation"
6750,Anything Else (2003),Comedy|Drama|Romance,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda. He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",woodyallen,psychoanalysis comedian relationship problems advice experience
6751,Cold Creek Manor (2003),Drama|Thriller,"A family moves from New York into an old mansion in the countryside, still filled with the previous owner's things. As they begin to make it their own, a series of events begin to occur that makes them believe that the former inhabitants are not yet gone.",mikefiggis,country house
6752,"Fighting Temptations, The (2003)",Drama,"Darrin Hill, a slick-talking but down-on- his-luck NYC advertising exec, returns to his hometown in Georgia to claim the inheritance his aunt left him. But before Darrin can collect the money, he must fulfill his aunt's final wish -- to create a local choir.",jonathanlynn,church choir romantic comedy
6753,Secondhand Lions (2003),Children|Comedy|Drama,"The comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives.",timmccanlies,texas lion farm eccentric money veteran uncle nephew relationship teenage protagonist
6754,Underworld (2003),Action|Fantasy|Horror,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",lenwiseman,"budapest, hungary subway love of one's life vampire bite descendant hostility hybrid rivalry shootout werewolf gothic blunt dark fantasy lycanthrope urban gothic supernatural power"
6755,Bubba Ho-tep (2002),Comedy|Horror,"Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents.",doncoscarelli,john f. kennedy
6760,In This World (2002),Adventure|Drama,"Torn straight from the headlines, Michael Winterbottom's compelling and prescient 'In This World' follows young Afghan Jamal and his older cousin Enayat as they embark on a hazardous overland trip from their refugee camp at Peshawar, north-west Pakistan. Entering Turkey on foot through a snowy, Kurdish-controlled pass, the pair again take their lives into their hands and face suffocation when they are locked in a freight container on a ship bound for Italy. From there they plan to travel on to Paris, the Sangatte refuge centre and ultimately asylum in London.",michaelwinterbottom,
6763,Duplex (2003),Comedy|Crime,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",dannydevito,dark comedy new home neighbor neighbor relationship
6764,"Rundown, The (2003)",Action|Adventure|Comedy,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",peterberg,hunter bounty hunter fight amazon treasure hunt gold mine jungle brazil
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,"After a rough divorce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",audreywells,"depression recreation author divorce tuscany, italy woman director"
6768,Luther (2003),Drama,"During the early 16th Century idealistic German monk Martin Luther, disgusted by the materialism in the church, begins the dialogue that will lead to the Protestant Reformation.",erictill,protestant church church catholicism
6769,Mambo Italiano (2003),Comedy,"When an Italian man comes out of the closet, it affects both his life and his crazy family.",émilegaudreault,italian american lovesickness italian parent child relationship canada new love coming out macho based on play or musical gay interest family family feud emigrant gay lgbt interest
6770,My Life Without Me (2003),Drama|Romance,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,isabelcoixet,farewell parent child relationship dying and death night shift daughter secret love responsibility woman director
6772,To Be and to Have (Être et avoir) (2002),Documentary,"The documentary's title translates as ""to be and to have"", the two auxiliary verbs in the French language. It is about a primary school in the commune of Saint-Étienne-sur-Usson, Puy-de-Dôme, France, the population of which is just over 200. The school has one small class of mixed ages (from four to twelve years), with a dedicated teacher, Georges Lopez, who shows patience and respect for the children as we follow their story through a single school year.",nicolasphilibert,classroom education country life family's daily life private lessons school excursion village school school family
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",sylvainchomet,france kidnapping biker tour de france mafia dog triplet band singer silent film old woman
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",davidcronenberg,"suicide paranoia black market hallucination radio presenter toronto, canada virtual reality dystopia insanity sadomasochism surrealism cyberpunk brainwashing cult film pittsburgh, pennsylvania snuff film pirate broadcast"
6775,Life and Debt (2001),Documentary,"Life and Debt is a 2001 American documentary film that examines the economic and social situation in Jamaica, and specifically how the International Monetary Fund and the World Bank's structural adjustment policies have impacted the island.",stephanieblack,woman director
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",ashutoshgowariker,countryside patriotism musical village challenge cricket sports taxes based on true story period drama colonialism british colonial arrogance untouchable caste system drought 19th century british raj gujarati bollywood
6777,Judgment at Nuremberg (1961),Drama,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",stanleykramer,"judge concentration camp world war ii nazi court case national socialism national socialist party nuremberg trials nuremberg, germany right and justice trial courtroom drama"
6780,"Brief History of Time, A (1991)",Documentary,"This shows physicist Stephen Hawking's life as he deals with the ALS that renders him immobile and unable to speak without the use of a computer. Hawking's friends, family, classmates, and peers are interviewed not only about his theories but the man himself.",errolmorris,based on novel or book time black hole biography physics universe cosmology oxford university motor neuron disease als cambridge university
6782,Leningrad Cowboys Go America (1989),Comedy|Musical,"The Leningrad Cowboys, a group of Siberian musicians, and their manager, travel to America seeking fame and fortune. As they cross the country, trying to get to a wedding in Mexico, they are followed by the village idiot, who wishes to join the band.",akikaurismäki,"rock 'n' roll dream american dream new orleans, louisiana career success musical outfit finland road movie"
6783,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama,A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,jeanrenoir,"paris, france upper class jealousy servant pilot bourgeoisie hunting"
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",stanleydonen,"sibling relationship oregon, usa bride log cabin musical big family brother wedding based on short story uncle niece relationship mountain pass snowed in 19th century barn raising"
6786,Kiss of the Spider Woman (1985),Drama,"Luis Molina and Valentin Arregui are cell mates in a South American prison. Luis, a gay man, is found guilty of immoral behaviour and Valentin is a political prisoner. To escape reality Luis invents romantic movies, while Valentin tries to keep his mind on the situation he's in. During the time they spend together, the two men come to understand and respect one another.",héctorbabenco,prison based on novel or book homophobia politics male homosexuality torture lgbt
6787,All the President's Men (1976),Drama|Thriller,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",alanj.pakula,"washington dc, usa journalist newspaper burglar fbi wiretap watergate scandal plan shadowing politics based on true story conspiracy newspaper man watergate"
6788,Angie (1994),Comedy|Drama|Romance,"Angie lives in Bensonhurst, Brooklyn, and dreams of a better life. When she finds out she's pregnant by her boyfriend, Vinnie, she decides she'll have the baby; but not Vinnie as a husband. This turns the entire close-knit neighborhood upside-down and starts Angie on a journey of self-discovery.",marthacoolidge,christmas party christmas tree christmas music woman director christmas card christmas
6789,"Apartment, The (Appartement, L') (1996)",Drama|Mystery|Romance,"A stylish suspense thriller that confounds the audience while presenting them with an extraordinary and elusive mystery. Max is a former playboy who has decided to settle down by marrying his current love, Muriel. However, during a business trip, Max catches a glimpse of the great lost love of his life, reviving his wanderlust and sending him off on a chase of the elusive Lisa, whom he had overheard suggesting to a friend that her lover, Daniel, had killed someone for her. Soon, Max is trying to unravel the mystery behind the suspicious death of Daniel's wife, which he hopes will lead him closer to Lisa.",gillesmimouni,"paris, france infidelity flirt obsession fiancé marriage love tokyo, japan cafe voyeur red shoes"
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,"In a future world, young people are increasingly becoming addicted to an illegal (and potentially deadly) battle simulation game called Avalon. When Ash, a star player, hears of rumors that a more advanced level of the game exists somewhere, she gives up her loner ways and joins a gang of explorers. Even if she finds the gateway to the next level, will she ever be able to come back to reality?",mamoruoshii,obsession simulation future dystopia addiction gang cyberpunk battle game getaway rumor illegal level virtual
6791,Babette's Feast (Babettes gæstebud) (1987),Drama,A French housekeeper with a mysterious past brings quiet revolution in the form of one exquisite meal to a circle of starkly pious villagers in late 19th century Denmark.,gabrielaxel,france denmark sect lgbt interest gastronomia
6793,Beethoven (1992),Children|Comedy|Drama,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",brianlevant,puppy st. bernard family pets
6794,Beethoven's 2nd (1993),Children|Comedy,"Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together.",roddaniel,california holdings sell puppy st. bernard dog
